year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code
1987,tt0092644,Beverly Hills Cop II,notalk,notalk,FAIL,20000000,153665036,276665036,1987FAIL,41007948,315074388,567273267,NA,NA
1987,tt0092991,Evil Dead II,dubious-disagree,dubious,FAIL,3500000,5923044,5923044,1987FAIL,7176391,12144594,12144594,NA,NA
1987,tt0093010,Fatal Attraction,dubious,dubious,FAIL,14000000,156645693,320100000,1987FAIL,28705563,321185920,656332204,NA,NA
1987,tt0093105,"Good Morning, Vietnam",notalk,notalk,FAIL,13000000,123922370,123922370,1987FAIL,26655166,254090104,254090104,NA,NA
1987,tt0093177,Hellraiser,ok,ok,PASS,1000000,14564000,14564000,1987PASS,2050397,29861988,29861988,NA,NA
1987,tt0093409,Lethal Weapon,notalk-disagree,notalk,FAIL,15000000,65192350,120192350,1987FAIL,30755961,133670224,246442080,NA,NA
1987,tt0093773,Predator,nowomen,nowomen,FAIL,18000000,59735548,98267558,1987FAIL,36907153,122481612,201487544,NA,NA
1987,tt0093818,Radio Days,notalk,notalk,FAIL,16000000,14792779,14792779,1987FAIL,32806358,30331075,30331075,NA,NA
1987,tt0093870,RoboCop,notalk,notalk,FAIL,120000000,54764805,221577330,1987FAIL,246047687,112289613,454321579,NA,NA
1987,tt0094012,Spaceballs,dubious-disagree,dubious,FAIL,22700000,38119483,38119483,1987FAIL,46544021,78160088,78160088,NA,NA
1987,tt0094074,Superman IV: The Quest for Peace,ok,ok,PASS,17000000,11227824,11227824,1987PASS,34856756,23021501,23021501,NA,NA
1987,tt0093389,The Last Emperor,dubious,dubious,FAIL,25000000,43984000,43984000,1987FAIL,51259935,90184679,90184679,NA,NA
1987,tt0093437,The Lost Boys,notalk,notalk,FAIL,8500000,32222567,32222567,1987FAIL,17428378,66069067,66069067,NA,NA
1987,tt0093779,The Princess Bride,men-disagree,men,FAIL,15000000,30857000,30857000,1987FAIL,30755961,63269112,63269112,NA,NA
1986,tt0090605,Aliens,ok-disagree,ok,PASS,17000000,85160248,183316455,1986PASS,36104000,180860331,389321020,NA,NA
1986,tt0090555,Crocodile Dundee,dubious,dubious,FAIL,5000000,174803506,3.28E+08,1986FAIL,10618824,371241520,696594829,NA,NA
1986,tt0091203,Highlander,ok-disagree,ok,PASS,16000000,5900000,12900000,1986PASS,33980236,12530212,27396565,NA,NA
1986,tt0091225,Howard The Duck,dubious,dubious,FAIL,30000000,16295774,16295774,1986FAIL,63712942,34608390,34608390,NA,NA
1986,tt0091419,Little Shop of Horrors,notalk-disagree,notalk,FAIL,30000000,38747385,38747385,1986FAIL,63712942,82290329,82290329,NA,NA
1986,tt0091738,Peggy Sue Got Married,ok,ok,PASS,18000000,41382841,41382841,1986PASS,38227765,87887418,87887418,NA,NA
1986,tt0091763,Platoon,nowomen,nowomen,FAIL,6000000,137963328,137963328,1986FAIL,12742588,293001649,293001649,NA,NA
1986,tt0092005,Stand By Me,nowomen,nowomen,FAIL,8000000,52287414,52287414,1986FAIL,16990118,111046165,111046165,NA,NA
1986,tt0090848,The Clan of the Cave Bear,ok,ok,PASS,15000000,1953732,1953732,1986PASS,31856471,4149267,4149267,NA,NA
1986,tt0092099,Top Gun,men,men,FAIL,15000000,179800601,356800601,1986FAIL,31856471,381854174,757760530,NA,NA
1985,tt0088763,Back to the Future,notalk-disagree,notalk,FAIL,19000000,210609762,383874862,1985FAIL,41136059,455981879,831110482,NA,NA
1985,tt0088846,Brazil,ok,ok,PASS,15000000,9929135,9929135,1985PASS,32475836,21497131,21497131,NA,NA
1985,tt0088944,Commando,notalk,notalk,FAIL,10000000,35073978,35073978,1985FAIL,21650558,75937118,75937118,NA,NA
1985,tt0088993,Day of the Dead,nowomen,nowomen,FAIL,18000000,NA,NA,1985FAIL,38971004,NA,NA,NA,NA
1985,tt0089457,Ladyhawke,nowomen,nowomen,FAIL,20000000,18400000,18400000,1985FAIL,43301115,39837026,39837026,NA,NA
1985,tt0089469,Legend,dubious,dubious,FAIL,25000000,15502112,15502112,1985FAIL,54126394,33562937,33562937,NA,NA
1985,tt0091578,My Beautiful Laundrette,men,men,FAIL,400000,NA,NA,1985FAIL,866022,NA,NA,NA,NA
1985,tt0089893,Red Sonja,ok,ok,PASS,17900000,6905861,6905861,1985PASS,38754498,14951574,14951574,NA,NA
1985,tt0089908,Return to Oz,ok,ok,PASS,27000000,10618813,10618813,1985PASS,58456506,22990322,22990322,NA,NA
1985,tt0088939,The Color Purple,ok,ok,PASS,15000000,93589701,93589701,1985PASS,32475836,202626921,202626921,NA,NA
1984,tt0087800,A nightmare on Elm Street,men-disagree,men,FAIL,35000000,63075011,117729621,1984FAIL,78450540,141379105,263884353,NA,NA
1984,tt0086879,Amadeus,ok-disagree,ok,PASS,18000000,51973029,51973029,1984PASS,40345992,116494634,116494634,NA,NA
1984,tt0086960,Beverly Hills Cop,nowomen,nowomen,FAIL,15000000,234760478,316300000,1984FAIL,33621660,526202467,708968739,NA,NA
1984,tt0086984,Body Double,men,men,FAIL,10000000,8801940,8801940,1984FAIL,22414440,19729056,19729056,NA,NA
1984,tt0087078,Conan the Destroyer,dubious,dubious,FAIL,18000000,26400000,26400000,1984FAIL,40345992,59174122,59174122,NA,NA
1984,tt0087182,Dune,dubious-disagree,dubious,FAIL,45000000,27447471,27447471,1984FAIL,100864980,61521969,61521969,NA,NA
1984,tt0087298,Friday the 13th Part IV: The Final Chapter,ok,ok,PASS,2600000,32980880,32980880,1984PASS,5827754,73924796,73924796,NA,NA
1984,tt0087332,Ghostbusters,notalk-disagree,notalk,FAIL,30000000,238632124,291632124,1984FAIL,67243320,534880544,653677077,NA,NA
1984,tt0087363,Gremlins,notalk-disagree,notalk,FAIL,11000000,148168459,148168459,1984FAIL,24655884,332111304,332111304,NA,NA
1984,tt0087469,Indiana Jones and the Temple of Doom,nowomen,nowomen,FAIL,28000000,179880271,333080271,1984FAIL,62760432,403191555,746580777,NA,NA
1984,tt0087928,Police Academy,dubious,dubious,FAIL,4500000,81198894,81198894,1984FAIL,10086498,182002774,182002774,NA,NA
1984,tt0087995,Repo Man,men,men,FAIL,1500000,2300000,2300000,1984FAIL,3362166,5155321,5155321,NA,NA
1984,tt0088161,Splash,notalk,notalk,FAIL,8000000,62599495,62599495,1984FAIL,17931552,140313263,140313263,NA,NA
1984,tt0088170,Star Trek III: The Search for Spock,notalk,notalk,FAIL,18000000,76471046,8.70E+07,1984FAIL,40345992,171405568,195005629,NA,NA
1984,tt0087538,The Karate Kid,ok,ok,PASS,40000000,176591618,359091618,1984PASS,89657760,395820224,804883755,NA,NA
1984,tt0088247,The Terminator,men-disagree,men,FAIL,6400000,38019031,78019031,1984FAIL,14345242,85217529,174875289,NA,NA
1983,tt0085549,Flashdance,ok,ok,PASS,7000000,90463574,201463574,1983PASS,16375486,211626424,471294841,NA,NA
1983,tt0086190,Star Wars: Episode VI - Return of the Jedi,nowomen-disagree,nowomen,FAIL,32500000,309205079,572700000,1983FAIL,76029041,723340482,1339748672,NA,NA
1983,tt0086393,Superman III,ok,ok,PASS,39000000,59950623,59950623,1983PASS,91234849,140245796,140245796,NA,NA
1983,tt0086541,Videodrome,men,men,FAIL,5952000,2120439,2120439,1983FAIL,13923842,4960460,4960460,NA,NA
1983,tt0086567,WarGames,notalk,notalk,FAIL,12000000,74433837,74433837,1983FAIL,28072261,174127177,174127177,NA,NA
1982,tt0083658,Blade Runner,notalk,notalk,FAIL,28000000,32656328,33139618,1982FAIL,67571504,78808471,79974780,NA,NA
1982,tt0083722,Cat People,ok,ok,PASS,12500000,7.00E+06,2.10E+07,1982PASS,30165850,16892876,50678628,NA,NA
1982,tt0082198,Conan the Barbarian,notalk,notalk,FAIL,20000000,38264085,79114085,1982FAIL,48265360,92341492,190923490,NA,NA
1982,tt0083833,Diner,notalk,notalk,FAIL,5000000,12592907,12592907,1982FAIL,12066340,30390060,30390060,NA,NA
1982,tt0083866,E.T.: The Extra-Terrestrial,dubious,dubious,FAIL,10500000,435110554,792965326,1982FAIL,25339314,1050038377,1913637848,NA,NA
1982,tt0083929,Fast Times at Ridgemont High,men,men,FAIL,4500000,27092880,27092880,1982FAIL,10859706,65382380,65382380,NA,NA
1982,tt0083944,First Blood,nowomen,nowomen,FAIL,14000000,47212904,125212904,1982FAIL,33785752,113937390,302172295,NA,NA
1982,tt0083972,Friday the 13th Part III,dubious,dubious,FAIL,2250000,36690067,36690067,1982FAIL,5429853,88542965,88542965,NA,NA
1982,tt0084516,Poltergeist,ok,ok,PASS,10700000,74706019,121706019,1982PASS,25821968,180285645,293709241,NA,NA
1982,tt0084522,Porky's,men,men,FAIL,4000000,109492484,109492484,1982FAIL,9653072,264234708,264234708,NA,NA
1982,tt0084726,Star Trek: The Wrath of Khan,dubious-disagree,dubious,FAIL,12000000,79912963,96800000,1982FAIL,28959216,192851397,233604343,NA,NA
1982,tt0083642,The Best Little Whorehouse in Texas,ok,ok,PASS,20500000,69701637,69701637,1982PASS,49471994,168208730,168208730,NA,NA
1982,tt0084805,Tootsie,notalk-disagree,notalk,FAIL,15000000,177200000,177200000,1982FAIL,36199020,427631090,427631090,NA,NA
1982,tt0084827,TRON,nowomen-disagree,nowomen,FAIL,17000000,26918576,26918576,1982FAIL,41025556,64961738,64961738,NA,NA
1981,tt0082096,Das Boot,nowomen,nowomen,FAIL,12000000,11487676,84970337,1981FAIL,30742635,29430119,217684336,NA,NA
1981,tt0082340,Escape from New York,nowomen-disagree,nowomen,FAIL,6000000,25244700,25244700,1981FAIL,15371317,64674049,64674049,NA,NA
1981,tt0082418,Friday the 13th Part 2,notalk,notalk,FAIL,1250000,21722776,21722776,1981FAIL,3202358,55651281,55651281,NA,NA
1981,tt0082495,Halloween II,ok,ok,PASS,2500000,25533818,25533818,1981PASS,6404716,65414737,65414737,NA,NA
1981,tt0082509,Heavy Metal,notalk,notalk,FAIL,9300000,19571091,19571091,1981FAIL,23825542,50138908,50138908,NA,NA
1981,tt0082517,History of the World: Part I,notalk-disagree,notalk,FAIL,11000000,31672000,31672000,1981FAIL,28180748,81140060,81140060,NA,NA
1981,tt0082971,Raiders of the Lost Ark,nowomen-disagree,nowomen,FAIL,20000000,248159971,389925971,1981FAIL,51237724,635757611,998945973,NA,NA
1981,tt0083907,The Evil Dead,notalk,notalk,FAIL,375000,2400000,29400000,1981FAIL,960707,6148527,75319455,NA,NA
1981,tt0081633,Time Bandits,notalk,notalk,FAIL,12000000,37400000,37400000,1981FAIL,30742635,95814545,95814545,NA,NA
1980,tt0080339,Airplane!,dubious,dubious,FAIL,3500000,83453539,83453539,1980FAIL,9897188,235987236,235987236,NA,NA
1980,tt0080492,Can't Stop the Music,ok,ok,PASS,20000000,2.00E+06,2.00E+06,1980PASS,56555357,5655536,5655536,NA,NA
1980,tt0080716,Fame,ok,ok,PASS,18000000,22455510,77956957,1980PASS,50899822,63498970,220444178,NA,NA
1980,tt0080745,Flash Gordon,dubious,dubious,FAIL,35000000,27107960,27107960,1980FAIL,98971875,76655018,76655018,NA,NA
1980,tt0080761,Friday the 13th,men-disagree,men,FAIL,17000000,65002019,91700771,1980FAIL,48072054,183810620,259308493,NA,NA
1980,tt0080855,Heaven's Gate,nowomen,nowomen,FAIL,44000000,3484331,3484331,1980FAIL,124421786,9852879,9852879,NA,NA
1980,tt0081375,Private Benjamin,ok,ok,PASS,15000000,69847348,69847348,1980PASS,42416518,197512086,197512086,NA,NA
1980,tt0081398,Raging Bull,notalk,notalk,FAIL,18000000,23380203,23380203,1980FAIL,50899822,66113787,66113787,NA,NA
1980,tt0081534,Somewhere in Time,men,men,FAIL,5100000,9709597,9709597,1980FAIL,14421616,27456486,27456486,NA,NA
1980,tt0080684,Star Wars: Episode V - The Empire Strikes Back,nowomen-disagree,nowomen,FAIL,23000000,290271960,534171960,1980FAIL,65038661,820821721,1510514303,NA,NA
1980,tt0081573,Superman II,dubious,dubious,FAIL,54000000,108185706,108185706,1980FAIL,152699465,305924063,305924063,NA,NA
1980,tt0080455,The Blues Brothers,notalk,notalk,FAIL,27000000,57229890,57229890,1980FAIL,76349732,161832844,161832844,NA,NA
1980,tt0080749,The Fog,ok,ok,PASS,18000000,29511112,37048526,1980PASS,50899822,83450574,104764631,NA,NA
1980,tt0081505,The Shining,men-disagree,men,FAIL,19000000,44017374,44017374,1980FAIL,53727589,124470916,124470916,NA,NA
1979,tt0078748,Alien,ok,ok,PASS,9000000,80930630,203630630,1979PASS,28886103,259752278,653566146,NA,NA
1979,tt0078788,Apocalypse Now,nowomen-disagree,nowomen,FAIL,31500000,78800000,78800000,1979FAIL,101101360,252913878,252913878,NA,NA
1979,tt0079574,Moonraker,notalk,notalk,FAIL,31000000,70300000,210300000,1979FAIL,99496576,225632559,674971936,NA,NA
1979,tt0079945,Star Trek: The Motion Picture,notalk,notalk,FAIL,35000000,82258456,1.39E+08,1979FAIL,112334844,264014024,446129810,NA,NA
1979,tt0078767,The Amityville Horror,ok,ok,PASS,18500000,65233369,109175673,1979PASS,59376989,209370867,350406635,NA,NA
1978,tt0077975,Animal House,men,men,FAIL,3000000,141600000,141600000,1978FAIL,10712118,505611968,505611968,NA,NA
1978,tt0077402,Dawn of the Dead,nowomen,nowomen,FAIL,28000000,58990765,103452875,1978FAIL,99979768,210638678,369399800,NA,NA
1978,tt0077405,Days of Heaven,ok,ok,PASS,3000000,3446749,3660880,1978PASS,10712118,12307327,13071926,NA,NA
1978,tt0077631,Grease,ok,ok,PASS,6000000,181813770,387513770,1978PASS,21424236,649203517,1383697739,NA,NA
1978,tt0077651,Halloween,dubious,dubious,FAIL,15000000,58269151,77514401,1978FAIL,53560590,208062006,276781136,NA,NA
1978,tt0077713,I Spit on Your Grave,nowomen,nowomen,FAIL,1750000,93051,1278471,1978FAIL,6248735,332258,4565044,NA,NA
1978,tt0078346,Superman,notalk,notalk,FAIL,55000000,134218018,300200000,1978FAIL,196388829,479253080,1071925937,NA,NA
1978,tt0077416,The Deer Hunter,notalk,notalk,FAIL,15000000,5.00E+07,5.00E+07,1978FAIL,53560590,178535299,178535299,NA,NA
1977,tt0075784,A Bridge Too Far,notalk,notalk,FAIL,26000000,50800000,50800000,1977FAIL,99921804,195231833,195231833,NA,NA
1977,tt0075686,Annie Hall,ok,ok,PASS,4000000,38251425,38251425,1977PASS,15372585,147005823,147005823,NA,NA
1977,tt0075860,Close Encounters of the Third Kind,notalk,notalk,FAIL,20000000,1.66E+08,337700000,1977FAIL,76862926,637962288,1297830510,NA,NA
1977,tt0074486,Eraserhead,nowomen,nowomen,FAIL,100000,7.00E+06,7.00E+06,1977FAIL,384315,26902024,26902024,NA,NA
1977,tt0076141,High Anxiety,notalk,notalk,FAIL,3400000,31063038,31063038,1977FAIL,13066697,119379800,119379800,NA,NA
1977,tt0076245,Julia,ok,ok,PASS,6000000,65108,1365108,1977PASS,23058878,250220,5246310,NA,NA
1977,tt0076759,Star Wars,notalk,notalk,FAIL,11000000,460998007,797900000,1977FAIL,42274609,1771682790,3066446442,NA,NA
1976,tt0074156,Assault on Precinct 13,notalk,notalk,FAIL,30000000,20040895,36040895,1976FAIL,122754817,82003880,147473116,NA,NA
1976,tt0074512,Family Plot,ok,ok,PASS,3000000,13200000,13200000,1976PASS,12275482,54012120,54012120,NA,NA
1976,tt0074812,Logan's Run,men,men,FAIL,7000000,2.50E+07,2.50E+07,1976FAIL,28642791,102295681,102295681,NA,NA
1976,tt0074958,Network,ok,ok,PASS,3800000,23689877,23689877,1976PASS,15548943,96934884,96934884,NA,NA
1976,tt0075148,Rocky,notalk,notalk,FAIL,1000000,117235147,2.25E+08,1976FAIL,4091827,479705967,920661128,NA,NA
1976,tt0075222,Silent Movie,notalk,notalk,FAIL,4400000,36145695,36145695,1976FAIL,18004040,147901939,147901939,NA,NA
1976,tt0075249,Sparkle,ok,ok,PASS,10000000,24397469,24660323,1976PASS,40918272,99830228,100905781,NA,NA
1976,tt0075314,Taxi Driver,notalk,notalk,FAIL,1000000,28262574,28262574,1976FAIL,4091827,115645570,115645570,NA,NA
1975,tt0072684,Barry Lyndon,notalk,notalk,FAIL,11000000,2.00E+07,2.00E+07,1975FAIL,47609104,86562007,86562007,NA,NA
1975,tt0073195,Jaws,notalk,notalk,FAIL,12000000,2.60E+08,470700000,1975FAIL,51937204,1125306085,2037236823,NA,NA
1975,tt0071853,Monty Python and the Holy Grail,men,men,FAIL,400000,3427696,5028948,1975FAIL,1731240,14835412,21765791,NA,NA
1975,tt0073486,One Flew Over the Cuckoo's Nest,men,men,FAIL,4400000,108981275,108981275,1975FAIL,19043641,471681892,471681892,NA,NA
1975,tt0073629,The Rocky Horror Picture Show,dubious-disagree,dubious,FAIL,1200000,139876417,139876417,1975FAIL,5193720,605399166,605399166,NA,NA
1974,tt0071222,Black Christmas,ok,ok,PASS,9000000,16235738,16235738,1974PASS,42513535,76693179,76693179,NA,NA
1974,tt0071230,Blazing Saddles,notalk,notalk,FAIL,2600000,119500000,119500000,1974FAIL,12281688,564485269,564485269,NA,NA
1974,tt0071360,The Conversation,notalk,notalk,FAIL,1600000,4420000,4420000,1974FAIL,7557962,20878869,20878869,NA,NA
1974,tt0071562,The Godfather: Part II,ok,ok,PASS,13000000,57300000,57300000,1974PASS,61408439,270669505,270669505,NA,NA
1974,tt0072271,The Texas Chain Saw Massacre,notalk,notalk,FAIL,140000,26572439,26572439,1974FAIL,661322,125520924,125520924,NA,NA
1974,tt0072308,The Towering Inferno,notalk,notalk,FAIL,140000,26572439,26572439,1974FAIL,661322,125520924,125520924,NA,NA
1974,tt0072431,Young Frankenstein,men,men,FAIL,2800000,86300000,86300000,1974FAIL,13226433,407657562,407657562,NA,NA
1973,tt0069704,American Graffiti,men,men,FAIL,777000,1.15E+08,1.40E+08,1973FAIL,4074506,603047833,734145189,NA,NA
1973,tt0068699,High Plains Drifter,notalk,notalk,FAIL,15700000,15700000,15700000,1973FAIL,82329139,82329139,82329139,NA,NA
1973,tt0070707,Sleeper,notalk,notalk,FAIL,2000000,18344729,18344729,1973FAIL,10487788,96197818,96197818,NA,NA
1973,tt0070047,The Exorcist,ok,ok,PASS,12000000,204868002,402735134,1973PASS,62926730,1074306128,2111900435,NA,NA
1973,tt0070735,The Sting,notalk,notalk,FAIL,5500000,159616327,159616327,1973FAIL,28841418,837011132,837011132,NA,NA
1972,tt0068156,1776,notalk,notalk,FAIL,4000000,NA,NA,1972FAIL,22288557,NA,NA,NA,NA
1972,tt0069089,Pink Flamingos,ok,ok,PASS,12000,413802,413802,1972PASS,66866,2305762,2305762,NA,NA
1972,tt0068646,The Godfather,notalk-disagree,notalk,FAIL,7000000,134966411,268500000,1972FAIL,39004975,752051643,1496119403,NA,NA
1971,tt0067065,Escape from the Planet of the Apes,notalk,notalk,FAIL,2500000,12300000,12300000,1971FAIL,14386286,70780525,70780525,NA,NA
1971,tt0067741,Shaft,notalk,notalk,FAIL,53012938,70327868,107190108,1971FAIL,305063707,404702718,616827003,NA,NA
1971,tt0067800,Straw Dogs,notalk,notalk,FAIL,25000000,10324441,11253821,1971FAIL,143862856,59412143,64760273,NA,NA
1971,tt0067116,The French Connection,notalk,notalk,FAIL,2200000,41158757,41158757,1971FAIL,12659931,236848653,236848653,NA,NA
1971,tt0067992,Willy Wonka & the Chocolate Factory,men-disagree,men,FAIL,3000000,4.00E+06,4.00E+06,1971FAIL,17263543,23018057,23018057,NA,NA
1970,tt0065466,Beyond the Valley of the Dolls,ok,ok,PASS,1000000,9.00E+06,9.00E+06,1970PASS,5997631,53978683,53978683,NA,NA
